reviewId,content,score
bee5a690-f3f7-4234-bd59-27ef05f47dd4,Nice,5
ddb7a2ec-856e-495f-8e5f-2c5f7efdf45b,Best experience for your self,5
b097414e-74dc-48b7-8b65-21a45034e7e7,Spotify is really very good,5
a71f05d2-1c78-4c76-a3b3-6bc02b02671a,This app is very good,5
d28fa80b-42b2-42e4-91f7-afc2c7cd1b2a,Good but the ads are so annoying. The numbers of ads I needed to listen when I listened to my album is absurd. Reduce the ads and I'll start using this app again Hello spotify i saw your reply. Yes I know about Spotify premium but my mom won't let me use my allowance on it,1
37270527-8ed1-4ec5-96db-c9dde42de8dc,Best of the best,5
4cfd77f8-15db-44c9-aeeb-6eff184bf7b4,"Having spotify without premium is like have a whole river of ads and random genre's of music, your personal Playlist can never have your music taste.",3
2e6b16be-ca37-4c05-b470-069c0f395854,Need better playlist options and sorting,4
1b1081e8-c799-4fb6-983e-2f2a42409907,There are very few songs I can't find on the app. The recommendations are ok and get me new and interesting music for me to listen to.,5
9e15f5ad-7efb-4487-b2a9-348e1e46080c,Ok Pk,1
6b64766d-9672-469c-80aa-0e99a243e427,Very bad bekar hai,1
bf84202a-69f6-47e0-bda1-3b345fcee68c,"Fantastic entertainment, high-quality sound with endless songs for all ages and tastes.",5
768ba36a-ff4c-45a7-a9ad-c210ef9e58e7,Sure,5
63cc96a7-5323-44f6-99ea-793b3bfdd28d,Amazing,5
484655f7-e051-4b56-ba42-5cd199446eee,Just wish it was free,5
eabda963-e999-4873-a4cc-2fbf0ca4f943,The best app ever,4
03312b36-493a-4705-8fe7-841ee8adbfa6,"apparently 30 minutes of uninterrupted listening is actually just 4 minutes, followed by 3 separate ads in a row",1
32d62a87-4bdb-403a-87b3-707a438f1df0,Too much ads,1
e3ad2d5d-1fa3-46d5-9c25-9a25b787f685,Ssssdde pop,5
37f0a867-8915-4309-bc82-d8a02f78bd88,Best music and podcast app on the market in my opinion.,5
2a88d2fe-9425-43bf-84af-3a241eebf5f4,Helpfull app,2
94692cbb-775f-4ba8-be98-70cc95a183f4,Always money important this app,3
d8ef1786-e823-4e1e-b546-9831e0d2561f,Mid lol,3
c4052904-c46d-4699-8b26-ece9eed5e906,Good over all but it's spotty and cuts out at times can we get an update or something?,4
255ab997-64f6-4dd7-bfe1-938dc9e2b7a8,amazing,5
b94eb172-6f42-48e1-af37-24ae11bd6152,Great,5
69b3c547-1631-467a-89a9-93e10a3723db,"I enjoyed all the collections selected , hope to get more of this when subscribed . Thank you for providing this music solutions .",5
f0866ab4-77c6-4fec-8180-9b7a4ce91188,"Ita a waste app. Before it was the best music app ever seen ,but not its has become very commercial. I dont like it. At ad time's it says ""enjoy the next 30minutes of unenturepted music"" but in only 2 minute it play's ad! Spotify u are the best app before but now you are the worst music app to listen music! I am going to download the spotify app from the google apk!! I don't want the new version. I need the old spotify ""SHAME ON YOU SPOTIFY!"".",1
b1c0ec65-c56a-4219-bf9e-9fe8385b652f,Melodies Experience Satisfied,4
95a24dcd-7de0-4313-834a-b5babf05835f,Spiritually Uplifting,5
81278c02-a9f2-4f3f-bd81-860cbbbdda4f,Good,5
d0b74f0f-3fce-419e-b402-090bbe366f89,"Very bad experience with Spotify. Spotify forceing to take subscription. It's playing 1 bhagti song and one munni badnam, if Playing bhagti songs",1
756e9d60-fba9-4d10-bf9e-50eba3a3ec5c,Good അടിപൊളി,5
32b29cd0-ddfc-4b7e-aede-7cdd04f064fa,Very nice 😍,5
bf2875de-8a54-4c3a-b071-a702cd93027d,Aap ne hame aache song sunaye thik you so much 😌,5
700a2e87-7293-4f86-b7fd-b440c8c2a321,"""Get ready for 30 minutes of ad free music"" *cuts off your song to play 4 more ads"" ""You can click to watch this video to get 30 seconds of adds, but if you dont we will just play you 30 minutes of ads!"" Once i seen you did that to people i stopped paying for premium and im deleting this app because it gave me cancer.",1
53d214eb-53db-4ae4-81dc-ec09f145f83e,I don't know how to describe it but Spotify is the best,5
bdbebe2c-3a71-4888-8bf2-9c21e853e902,Really the worst music app they only allow you to skip 6 song play your favourite 6 song after that either you purchase their premium plan otherwise listen what they want you to listen ....going to uninstall,1
9322794b-e7f7-4c0d-834e-81fea3e39fce,"I am extremely disappointed with this music app. It is, without a doubt, the worst music experience I've encountered. The excessive number of advertisements is incredibly intrusive and significantly hinders the enjoyment of listening to music. After only 30-40 minutes of use, the app's constant interruptions make it impossible to choose my own songs. I strongly advise potential users to avoid downloading this application.",1
927a1bf5-ce05-4bdf-ab90-d878f9de273a,This app use to be fabulous and now is totally ruined for its free consumers,1
05615516-7df9-473d-bdd2-b019d24eb201,I love this you can listen and do smth else at tbe same time,5
87f516dc-0a45-4283-afc7-3387ee7b7e14,Love this app me personally like gawd dayum but the premium needs to be cheaper please and thank you,5
d15c9acd-ee40-4fd2-9f6c-d8bcec5d10d4,"I love Spotify as a service, but this mobile app is just... Horrible. It skips and freezes if Spotify wasn't the last thing you had open before turning off the screen, even then it crashes a lot, and even better, it loses the place you were at in podcasts half the time it crashes, and sometimes even just whenever it decides to. Would be nice if the app was as functional as the desktop version.",1
67c29931-2a68-4edc-8da6-ca6e7a236c81,I love it,5
bc1d06f8-2784-4d1c-b214-ff9ea4c6fff3,"Best for music listening , little problem is faced when too much adds start to come...",5
6a62a294-c893-48a1-b8ec-807fc2f97914,good,5
a57a6905-d765-4156-9a0a-0750e07a20e9,Love ❤️ it it so am amazing,5
cb31dd48-80ef-4a9f-b4be-a60751558477,"I wish the audiobooks had a feature to be able to annotate or ""highlight"" certain parts",4
2a3f5fa1-7866-45b4-9d71-780e6ba669f5,Very good,4
495dbd67-77bb-482b-a592-669e41b3d4b1,Good person,5
740b7fb4-3f4a-4075-87b9-a729c8b6f23d,Very worst bcoz their add policy,1
97b00b8b-3179-4375-aeec-b93ee91bceb9,4stars because Of Ads,4
4b9e00b4-e3ca-472d-9b92-f44cbe14174b,Worst app,1
b31fbaa5-e825-4235-a9ab-32073212aa3d,Love it ....listen to Alborn!!!!!!,5
8e7fe7c4-161f-4978-83f0-cc53467e3e8c,Very good and multiple experiences to listen too,5
b9f18725-bad7-4b27-a80d-8dca13cdfebc,paying the obscenely high price for the app yet still getting ads between podcasts.,1
31784980-c1c6-4341-95ff-17f74f9e5194,Lonely 🙏🏽🥺🥺🤣😁🤟🏽🍾🖤,5
05cbb703-81d9-4427-b3af-ec06e02fbf17,the experience was like other worldly,5
0b40e629-ba54-4384-8229-037a131ea015,best music app,5
92bcffd0-a97d-4cca-a51a-a881ec61df87,"Wow... just wow... AND I THOUGHT TABLET SPOTIFY WAS TERRIBLE! Clear bias towards tablet users for some reason, can't listen to songs individually, basically everything requires premium. Emulate the tablet version or smth, spotify on phone is genuinely unusable.",1
abc0a807-aa93-4980-9ce2-90442470c431,suddenly the songs started playing at low volume then the volume tapers in whenever i play anything and its driving me crazy!!!!,1
0dcba25f-5985-48d6-86e2-d026eb26a0d4,"Fix your app, your greedy and ruining the app, you have more then enough money and I should NOT be paying for lyrics. I should have more then 6 skips an hour and it is genuinely upsetting to see such a good app get destroyed by its makers. The ads are fine but I feel like it doesn't need to tell us that we have 30 minutes of free listening for five minutes. Ive had the app for years and it has never been so bad.",1
15f77e71-b7ee-4f94-a6a5-dd4a2708e6c0,Dev na diya ha ⭐,4
2ea01834-6d3b-4388-958e-5fc8e1bcae66,The song go fire,5
3e61b363-a746-4a58-bfdf-cc55b1711146,I love Spotify<3,5
8a98781d-853d-4251-aa93-eae92e201829,"A uwsome thank you,",5
4b638414-f0aa-4952-9346-c2dc261cf5fc,😊,5
10bfa591-1a76-4424-b5b7-82743e6aa251,It is extremely fabulous. I love to listen songs on this app,5
760405bb-3f85-4bcc-8ea0-fe63e33d4976,No longer working on Kindle Fire HD 10 7th generation. Spotify logo appears for a few seconds then app closes.,1
ffad446b-85bb-46b8-b0a4-79e4ac40462c,"I use Spotify every day, and the only con is the new suffle",4
2ec3e43a-4ca9-48e9-9bba-d91decab6bba,Great song selections fore,5
870a288b-5b39-4fe4-8fcc-03ecc84c5835,Buggy,2
e98b2c08-1dcb-4089-a8eb-91ccf3005a03,Huge variety of songs and Playlists made for everyone!!,5
c5272737-c00a-4d5f-89fb-923461881913,it an app that play the music. Doesn't work,2
0aa0ebfe-9bba-4a28-a05c-5a42c43c5454,Good,5
5bd56d4d-d290-4b1f-8075-cc92abffca65,Very nice app i am so happy thank you Spotify💖,5
45762a7d-8a31-417f-b832-9507daa62e94,Very nice.,5
82ff7134-bb1f-43cf-872e-ec5b5088273d,Good,3
3e8c476b-9762-49e8-a13a-ebce15830352,Great and has the best Brazilian funk.,5
8c5227ff-892b-4f8b-aa65-c69594c0566d,worst app.. if you want to listen only adds then only you can download it.. if you want to listen music then don't download this app,1
16002a7b-1831-48b4-bafa-32a222c8c05f,Love my music library. Thank u Spotify,5
ac08b476-6f70-47fe-99e7-1013f9e19cd1,Amazing Music! Best Place to listen to One Direction,5
97334e72-2b55-4366-8d90-454aa4c6c477,"It's 2024 and podcasts still play backwards. Eg i play ep 250, after this spotify wil play ep 249. I saw a fix where we delete the queue, but why? Why can't you just fix it and let it play oldest to newest??",1
850ed34f-2aff-47c5-bb68-1402f0b070a4,preetji,5
6a448929-b3e8-464b-becd-88062e1af744,Alot of music,4
965ec9b8-d871-43d8-ae34-37b2e5b3f61a,nice app but the lyric limit is the problem,5
661d9500-1a32-4d63-9738-8066c114298b,"It's a very good app for a music platform, however if you are free I know people that have had a problem with the fact that when an ad that says you get 30 minutes of uninterrupted music you get an ad after one song l",4
0fbb1c07-784b-470b-8914-21dbc2b0634d,"For some reason it just stopped working, like I can only play 6 seconds of a song now and it will randomly play songs I didn't add to my playlists. I've tried everything, clearing cache, clearing data, uninstalling and reinstalling the app, I've done everything that Spotify has given suggestions on how to fix. What's going on? 😭 I enjoy listening to music so why has it stopped working?",1
8bc35d0d-5a5a-42f7-94bd-cb0331158446,Spotify is starting to become a pay type of app! And I really hate that....I wish it could be still the same like how it was a few years ago.. (I can't even loop a song bc it's on sleep time AND I can't change it ToT),1
94c6f4a4-5899-4b15-b1bb-7f2c56f9ca30,It was good but I need more time for the free time and I'm going 😜,4
3ec3a78a-0629-4cc6-b691-41a7c2eefa27,This is app very bad 😔,1
92bfcf11-3b69-47b7-a7f8-e550a64e96bb,This is RIDICULOUS👿👎 absolutely robbing the Spotify users if I need to play my playlist in order I have to pay damn money! This is moneyfy not Spotify,1
31544fb3-1013-4809-9fb0-2072c5ed066e,There is no way to prevent spotify from opening itself and playing when my phone connects to a Bluetooth device. I want to be able to have control over when I play music and when I do not. Your app does not give me that control.,1
20b7152e-b1c9-4cf9-9011-96218ddeef20,Nice experience and loving this song this app is very nice you go to download,5
18323ab5-2c87-43a7-b9a9-3873ecf463f0,much gooder,5
b5686f68-003f-4bfa-9f16-246603339d9a,Excellent,5
9aa7390e-f4c5-4293-ace6-26f8084ecf08,Won't ever go a day without Spotify.,5
417c8ba7-d35c-44f8-b502-47e58ed982a5,Awesome awesome awesome,5
862da87d-431e-41f8-971c-6e225b34aaa5,I love making playlist.It suggests your kind of music.🥰,5
da6d16c9-c2ae-4f13-83a8-4feeec7b707b,Hi po guys,4
5bf17120-8037-4d94-b170-9c00fcd6223f,"Very good every song free, would recommend",5
5510f088-fbee-411b-a0a4-5f6d80caf7aa,Very nice and good,5
6766f61c-aa61-45b9-851c-12a4087ab730,facing lagging issue while using...,4
0fe06aa8-8f89-4afe-bdb0-8ce796838ae5,Bestest :),5
19616641-2d92-4e46-889f-4fe0b2598822,Good,3
8320be50-7ff1-4812-b2c1-a1cbdce338b5,W O W ! ! !,5
eac681ea-01b5-4abc-9ee1-633d069449fe,"Good app except for the ""magic"" shuffle nobody asked for.",4
1ca4c682-9573-4f7a-81e5-05c8a9039202,"A,n as CA 😂s as we ssoo to avoid using orsSaxsd. Okk uu ap to oo we",5
58db4b34-6d0e-4a47-b631-aabb6f5a04b8,The best song app I know,5
f293b0f9-28a7-4ae6-adb3-ae7814a91d31,"Release Radar playlist says ""Content No Longer Available""",1
3f8365d9-87da-4f13-9bdc-daaa33f21cc4,Gud,4
ab8c1f48-6812-4445-a926-ba51707f19d9,"sucks that there's too many ads, also is annoying that you can't play the song you want and you hace to listen it on shuffle",1
a345d4a1-d7e4-4662-9c77-f45da48f6218,"Just stops playing randomly. Also customer support has not been helpful. They just say to restart and reinstall, which I've done several times. And now they make an audiobook require payment WHILE I was listening to it?? Here I thought it was included in premium up to like 12 hours or something. Greedy corpos. I pay them enough for this waste of data Edit: I edit everytime these bugs occur. Whenever they reply, they just say do all the stuff I mentioned 🙄 pretty clear they don't read these",1
633c1493-4e76-4d64-a4aa-c63aaab915da,"Love this app. Had it for years, it's got pretty much everything",5
0e0f298b-d2e2-4e87-be31-0192532750e8,Too much ad. Very bad experience. They even removed the loop option.,1
f7f56f0b-d1a3-48d5-b9be-a1d8b490d1ae,Very Nice,5
1f27d858-0367-4404-9839-1a71902fbf9d,the premium familys rlly goid but ive noticed the app is super glitchy,3
f7cfb43a-c961-47ee-bfc9-5008f7eebfc9,"Too many adds and doesn't play out the song on first try, using all of my skips to play it",1
1f9c270b-309a-46f9-8827-931d5dfc6f8b,Sucks on phone you can't play your song on repeat YouTube is better you can play your song on repeat and it has ads you can skip and best of all it's free,1
e438712c-b1cf-4263-ae26-239adaf10860,This app is no longer as good as it was,2
49b03f45-6055-4f54-b9a3-d332c7ef7996,Best,5
7db73680-dd44-47a9-9e5d-d6333e5a84ad,"Pretty sure they have +1B downloads because that's what you have to do to get it to work! Uninstall the app, reinstall the app, pray it works, continue to look for alternative services. The app frequently removes downloads, won't play for no reason and has issues functioning when using maps. I have a brand new up to date phone. I expect better.",1
830cce15-ac56-482b-a3ab-5ef642ab74fa,It's really good,5
85d87984-4d27-4ee0-92db-bc5fb611c577,Offline music,1
3dca87e3-f40f-48e4-b3c1-6aa93add3875,No access to my Playlist anymore even can't rewind my music when I can play my music.,1
c8e77e61-d910-42fa-b778-3face4a25180,Spotify keep playing song that aren't on my playlist.🤬 But I like it,1
dd2978bf-6121-45b3-8022-603be0bd3d46,Good but have lots of ads,4
2db1565b-5e63-4108-986f-c01b77a30005,The music is fire 🔥🔥🔥🔥,5
5b7d1171-bf5e-4f58-80d7-b37d61b0a7cf,One good app ruined by corporate greed :(,1
1984b8a1-20a2-4fc2-b78a-056a380330d6,Happy days 💸💸💸💵💵💵,4
abf3ba47-21a7-4e0a-9589-06a4856134fb,I love Spotify I use it all the time love it,5
11aa41c2-9ecf-427f-abca-f4b927464ce4,Amazing,5
13b5d589-c8e2-4d71-9531-5e7bb855d430,i love the songs its the best app to uss for music!!!,4
0667f83f-1b77-4a0d-97d7-3531be273305,Needs improvement and really needs to reduce your subscription fees,4
42f637c4-8a4c-47a9-9838-5a8176cd0ba5,Very mid,1
63047ad7-238a-42cf-9c8c-a1710abb45c7,Its so goooood,5
eb9da6bc-0066-4f2a-b4a5-0fcbffb4472d,"Started with the family plan years ago and cancelled when they recently raised the prices. Now I have free but with ads. I hate the ads especially when I give a thumbs down but in a 2 hr span you still hear the same ad. What good does it do to not like the ad and note it as offensive and they continue playing the same ad. No thanks, I'm going to another service.",2
ff13df65-9c87-47f2-b22b-6909a2b1557e,I enjoy Spotify more and more every day!!😉😁,5
e121aaa5-e83d-4652-b290-bf72f68871a5,Love the podcast options I fux with it tuff,5
d5d753c7-d9ab-44ad-bbb9-603c508c2da1,So far so good,4
69d9c9a9-3fc4-4c17-9b29-1c96c3714acb,Love it,5
21b03e8c-0748-4036-884f-639486ed1a5f,It said I had 30 mins of add free listening then 5 mins later I had 3 Oreo adds,1
106dc6ac-892a-41bc-8db1-50d5335266f4,"Love it, keep it up 💯💯💯",5
e37f72e2-bcab-4b0b-8899-2df729172252,Go to music streaming and podcast app,5
6c4307c5-3292-4c57-bc3e-ea9b383ab61d,GOOD!!!!!!!!!,5
d4bc63e7-6a63-42bc-b3d5-eec460a2a150,A good listener,5
f8614a7b-6dfd-4e0c-aad6-6caa053a8628,"Songs still disappear from my playlists. When I switch wifi and bluetooth locations, the app does random close outs/stops, plays a playlist I wasn't using, jumps back to a bunch of songs on que from a couple days ago or plays a random playlist that I don't have. Sure I have reached out. Doesn't make a difference. All the issues are getting worse. It's all good though.. I have music. I'll manage",1
dff16872-d504-488f-9000-d7b3b3da3fbf,Best music app,5
bd05d752-71fe-4343-8fda-33ee10a8df4a,I like music,5
8ed3c899-aa04-473a-9490-48b18f6a4c3e,Music at its Best!!!,5
d0b2632f-a29e-4eb1-9aeb-bb1caa47f096,I love this app it helps me relax without having it turned off,5
f7f2ea47-f24b-4c2a-bf2f-ce8ac8fc247f,My Spotify app is always on. And it's amazing that Spotify notifies me when my favorite artists are touring. Couldn't live without Spotify.,5
5d30c622-c6e7-450e-b68b-ea3588b3b8d6,"Fantastic, can't live without Spotify",5
6effebcd-8061-44f4-bfe8-f60df51a791f,Nice,5
c3e1d989-11cc-43df-9401-5e2aa288e91a,"The app keeps crashing and not working and when it's open I can see my playlists and other playlists but when I click on them to play it, it doesn't even work i reinstalled it several times and even restarted my phone too,fix this please I want to listen to my music again. Edit: restarting my does not make a difference the playlists won't load at all I can't play any of them not even the one's recommended by Spotify it's self please fix it!",1
bbdd8cc3-5ab4-4c46-8b00-e88c75be1aed,Its a good app. Actually it's a great app. I take it for granted...,5
3281f835-729d-4bcc-91c2-3f7bebaebd7b,"The app itself is amazing, but it removes some of my favorite songs off the platform, that's why it gets a 4/5 stars for me",4
aaeb4798-7e7c-46e2-b6da-f55815381994,Really pushes for a subscription with excessive ads and silly limited permissions. Ad preferences seem to not change anything. 30 minutes of free music is sometimes cut short. But I do like the personalized playlists and the ability to expand my interests.,3
7853335a-b230-4fad-a063-4a86f8ad9974,"I only use it in android auto where it defaults to: instrumental riff tapes of One over the song One, live covers of Creep and Dr feel good with audience noises, Caribbean style instrumental covers of the portal soundtrack, get back by Ludacris and another band instead of the original with just Ludacris. It won't keep it simple and play the default for the song I request. I also can't block songs as much as bands, so if I try and block an instrumental cover bye bye Metallica.",1
ea2d7747-eecb-46d0-a596-f87b71bb0f30,Premium is fine but decided to save money and drop back to the free option but all I keep hearing is the same ad every ad break..... 3 times in a 30 minute drive is over kill on the one ad,2
25c9be94-1cc0-4521-b8bd-fb06d6f34362,Spotify is an easy 5 star app,5
8052c6dd-f05c-4a07-838a-6981b522ef6a,Ganda so much,5
3a027863-b794-4051-8f72-abaf5bf79873,"If i could rate it 0 i would, free is basically unusable ads after every song, the shuffle play isnt even shuffle play anymore, and simple things that used to be there such as adding songs to a playlist i can only listen to premade playlists.",1
28d39d1b-4337-4da0-9363-4fadd0427d28,Best place to listen to music,5
14d35184-ae88-4b09-b96e-ae476f8f986a,blawg my Spotify ain't working fix it,1
6b352d58-b286-4ed7-ab23-fa5328d9a3d0,Would not recommend due to no ownership of music. Just buy and download your music on bandcamp and play it through vlc. You'll thank yourself for actually buying the music and directly supporting the musician.,1
e57133b9-2c58-42a6-bd74-9a7126256489,boh,4
b2ce43c0-9497-44af-a99c-cf40e715f586,I LOVE IT💜💜💜,5
a5941c42-90ad-411c-bb76-9e45dc4582ca,I download podcast. And suddenly deleted,2
efbd2add-5b99-4e19-978f-aeda488da945,"Instructions unclear, i bass blasted my house",1
eb084052-bb21-4c21-a707-b238c7dc6507,App trackers located (google and branch) and blocked while using Spotify app! Trying to take lots of unnecessary information without permission. Lack of transparency about this! Makes the app feel like it lacks privacy🔏 5 songs = 1000+ tracking attempts 🤔,3
71c7525e-9536-45aa-8272-808884bdfc5a,Deletes songs at their discretion for political reasons. Pathetic!,1
22340ce1-430e-4924-8ca4-0a6cedacc89e,Gooood 👍,5
588ff527-5c3a-470f-a7a9-e6647ebb6749,Has been really Good overall But I would like it if there could generalize the list of your downloaded songs and episodes separately so that it can be easily accessed and not by albumt,3
54f1af02-0e63-43c4-8783-0a0d8297d270,excellent,5
9ae7c027-cc6c-4265-8ab2-b675e03dc8fa,"stopped paying for premium after you guys jack up the price. It wasn't that much increase but it's enough for me to cancel my subscription, oh also because other music streaming service offers ad free for both their music AND their video streaming service FOR THE SAME PRICE! thank you for the 1 year, spotify. You really opened up my eyes🤣",1
2b512bf9-4f7a-4d68-be63-6e600d74de20,Perfect,5
30935168-fbdb-4dc6-acf6-763ab948256e,There's nothing you can do on this app if you don't have premium,1
23803d6a-7911-4eb1-b300-d7479c9112af,All the music I need.....reasonably priced.,5
55c57b5e-57dc-43d5-98c7-68872d66efd8,Great music choices for free!!!,5
e6c692fb-e1e2-4e45-9730-f37e2eddc94c,Love this app it's my fav just with it could work offline too,5
3a45e16a-dd2d-4e21-a381-304013feffe6,"It's good, just too many ads",4
c1ede311-3e9e-408e-8557-9cc8aa3c6680,Spotify keep going online to open instead of the app when I try to open a song up on Shazam,3
aea85a44-16f0-4b1c-9519-78b5ab3ba000,It fights against power users,1
441b4864-74dd-4d7e-bab9-a2214b7ddb11,I'm loving this app!,5
908b1954-3013-427b-af12-5dd1efb71c8b,Shuffle is so annoying. Same songs every time I listen to a playlist. Been a paid subscriber for a long time now. I'm so annoyed with the shuffle that I'm looking into new options.,2
223a29a4-38d1-443f-b9eb-6e36e00e1f74,To many ads like you can't do anything until you install freaking premium and they hardly show lyrics for most songs. Other than that this app is pretty ok and reliable.,3
38b92f3f-19c6-4ab1-8d1b-c1dc63df1e3a,Satisfied,4
bf1f1b9d-5fcf-4582-acfc-b2eb101e2d45,I love this app play it's the best thing I ever used like every time I take a shower are bat is like the best thing ever thank you,5
37056f94-81b1-4a92-90f9-0aa04844ea6a,Da best,5
2dea6e8b-c2e2-43bc-8e14-e2d615cda4d4,"There is a lot of ads even youtube doesn't contain this much of ads. I can't chose the song I want, when I search of any song it makes me listen to the whole album and I can skip the part of the song I dont like, there's some apps out there is the opposite of what I've said please Spotify upgrade the app and make it better.",1
2d41ceef-245d-46b1-aa69-d80fa0528a30,Awesome!,5
77002cff-f3dc-4d60-a504-ad90e2a033c4,"Although I have spotify premium, after two days from naming a playlist, it (the name) disappeared. Everytime I keep naming it and clicking press, the playlist is there but neither the description nor the name are there. Ps: I kept naming it but it was in vain. Please fix this .",3
d5e16f07-e05b-4c73-a842-f7e29e973374,Worst music app ever,5
aa329c99-544d-472b-aeef-3d0c3330c4b0,Spotify actively depsises its userbase,1
36916071-f784-4617-9f2c-b75131993196,Everything is premium!🙄😡,2
8fdd983c-350c-45d4-8be6-846633dc7f78,"App is great, the ads are no problem but it sucks that you can't chose what song you want.",4
12283e8f-e55d-4bf7-8c27-0a2e136717d2,Damn this is a gift for a music lover like me,5
be679a9c-5b8c-4bbf-9ab6-c4995c44a42e,Spotify is the best. Everything I ever heard is on Spotify. Not to mention everything I have yet to hear. I love it. Can't imagine life without it.,5
17cb79b9-e51e-4939-8d17-f4ba79b9d40c,Awesome 😎,5
36be7938-ed66-464f-93be-7af96d4a0971,Best app for music hands down get the payed version you won't regret it 😉,5
7f6fbd2d-52d4-4c3c-8834-98da48421827,"Stop with a premium adds, Spotify is forcing us to buy the premium, because of that I can't even enjoy my music,the constant adds are getting on my nerves. I'm hating the marketing strategy.",2
46a0e48e-d68e-4b34-9a20-8e2f6e5b7d67,Works real good !!!!,5
a26294db-b7ee-4b14-81d3-adecc96bcdd9,"All in all my favorite music app especially the personalized playlists but I've been having a problem recently and that is that my apotify works flawlessly until I want to open the player, it takes like 5 seconds to open the player and the same thing when I tap on the music player in my notification panel",4
4813f6c0-7cba-4a9f-8553-1018d3457417,App not syncing. Have to uninstall and then reinstall the app every time I make a playlist for a class. Frustrating.,3
532ead42-0ddd-4e63-9dba-6fc9c79b1047,"With premium its a really good app, but if you don't pay for premium the app sucks, I am not able to skip back, it only lets you smart shuffle, ads ever 2nd song, and apparently you only get 6 song skips a day",2
3bc2cd9f-5c87-431b-9c63-987ac7b52eb7,Love the playlists I can make myself and music I want to listen to depending on my moods,5
62fc68c5-7192-43f9-8f3e-bf382abb181b,Good,4
44b1ee41-d05b-473e-a230-870bac283d83,Amazing,5
242f5add-561e-48bc-90cb-d117855e6517,The adds are a bit annoying but still a cool app:),4
f93e002a-a4a6-4f96-8dac-3508f76bc748,"Only truly works with Spotify premium, even with premium, it plays the same song over and over again, despite having a wide variety of song, it choose as the same ones, could have skipped the song to play the one you want, and 1-2 songs after, the same songs you had already skipped reapear, its honestly a hassle and big distractor.",1
233a97a7-4812-4d4c-954e-1d8e908da3e7,I love this app,5
b059d792-fc70-4955-8ccf-164c1634229f,Adds with a side of music and the 30mins of add free don't work,1
194aff70-7dc4-4761-8377-0748428f2e63,Best app ever,5
83786f45-c68f-4f84-8cb8-da22e643251a,"4 to 5 Continous break , but i am still not going to buy subscription😡",1
ffb2bf78-99d2-49f8-ac82-b33ab6710ba1,I hate it. It will not let me switch the order to play it in and it used to ik that you have to have premium but I never had it and it never did this and I can only listen to it for a couple seconds before an ad pops up,1
6d47752e-5e22-4ebb-b812-eb306cc0dc5d,👍great!!!,5
38bd7239-61b8-4586-9a3a-380dc23eb334,Keep kicking me out my account for no reason,4
b8a55dc5-e674-4812-ad8f-fba37d7f9d1e,I love this app for listening to music. I do 100% recommend this If you are a big music person. My one thing is that I think there are to many ads,4
7c1eefd9-b6e3-468f-827b-33249dc3b3f7,Excellent,5
7a9f2cfb-32b9-4b20-b894-b57792f6b39b,They just get it,5
12f3fb60-3d1b-4073-a4be-5dbeca59e5d2,Good Nice,5
16c99445-4342-4fd3-8901-32008c0d9779,Good quality 👍🏻,5
1d980999-bbba-4eee-9e33-e4b27464ba1e,Great but just pricey like everyone else!,4
053b823f-96f6-469d-912e-f027108bf233,I have enjoyed the music on Sportify,5
25895012-531b-4953-8d1f-39b6299dfbd1,Excellent but room for improvement.,5
121b28b9-db71-4616-9d76-afcd13a14404,It's very useful to listen to songs while playing roblox or texting,5
ac035e4d-4b7e-459e-b242-d03004e4c819,This app has lots of ads Such a useless app,1
53e08ec4-7cf1-431b-97c5-74e02e91f15d,App keeps pausing music constantly nothing i have done fixes the issue I pay for premium and if it doesn't work I'm gonna cancel my subscription yall must have busted something in the last update,2
7128325e-6f08-4316-a88e-d9164c7ede52,"Every time Android updates, the Spotify app won't share music with other devices.",2
7e3c4e2f-8587-4719-802c-ff0ac70b0a5f,I like music 👽🦍,5
18b99f95-b37b-4fa1-be8e-b43b4903a647,"Ever since updating the app it glitches out and takes away the thirty minutes of no ads as well, incredibly annoying. And I've already tried restarting the app, the phone, and deleting and re-downloading the app.",1
a5d5f917-7081-426d-8872-a44a8cd21b76,"If you let your free users change the settings to NOT ADD SUGGESTED MUSIC, THEN DONT ADD SUGGESTED MUSIC Edit:now your free options ""30 min add free"" is only 10 minutes",2
4c819303-db0d-42c4-8d93-82302f58320a,They forced AI use and got rid of their older model which has made recommendations and being able to turn off shuffle to play songs in order of liked list impossible,4
55f6fb28-bca3-4c3c-9cd0-9333f7f32325,"Horrible app, every update makes it worse. It refuses to close, plays endless loops of ads, no variation in what ads play either. The recommendations suck, it can't connect to the internet, and it causes huge issues with my phone's functioning.",1
ffce2d2c-8ac9-42d2-b6f1-cf2650f35476,"Streaming quality sucks! Keeps trying to play Joe Rogan podcasts on it's own... I'd rather it blow my F'ing brains out... I like rogan but don't care for ""podcasts""! Stop trying to decide what I like, just keep playing what is playing, and if that's nothing... DON""T PLAY ANYTHING!!!!!",2
81b1fc0d-2a33-43ff-b32c-2652bc80a1d1,I've had Spotify for years. Can't use any other app for my music 😁❤️,5
4c7e52cc-b53f-43d3-a433-0249c482ef5d,Spotify is nearly perfect. The only thing that would make it better is being able to choose themes and change the colors within the app.,5
130503fb-cbb4-4401-a62d-1f97c9da56ba,The quality of the music was so good and it had all my songs,5
197fc545-de96-4a50-9076-c9efa2037756,It's an amazing app but I wish repeats my play list when finished,4
