reviewId,content,score,cleaned_text,Sentiment,cleaned_text_tokenized,Dominant_Topic
27f8e619-efb0-4118-b422-43ffaaefca90,One word... WONDERFUL!!!! The easiest music app I've ever used and the best library this side of the sn!!!!,5,word wonderful easiest used library side sn,Positive,"['word', 'wonderful', 'easiest', 'used', 'library', 'side', 'sn']",1
818e3bba-4cad-42c9-becb-fde2f6d91a29,I like this very much because favorite all songs are here . I am giving 4 star ,4,favorite giving 4 star,Positive,"['favorite', 'giving', '4', 'star']",1
5dd8144b-c8d3-4a24-a5a3-55e641674c2a,Leo speaker Leo das,5,leo speaker leo,Positive,"['leo', 'speaker', 'leo']",1
ca330ba8-4efa-4154-ab0c-f46e33e801a9,Good everything,5,everything,Positive,['everything'],1
0f02dc78-c45a-4c8f-bbf5-a2f35961f741,I love Spotify... there's just some songs I had saved on YouTube that are not on Spotify. So I cannot save them in my Spotify playlists. But I LOVE how I can listen without commercials on Spotify. Commercials are such a mood spoiler when listening to music to relax or to fall asleep to.,5,saved youtube save playlist without commercial commercial mood spoiler relax fall asleep,Positive,"['saved', 'youtube', 'save', 'playlist', 'without', 'commercial', 'commercial', 'mood', 'spoiler', 'relax', 'fall', 'asleep']",1
45fb09ec-6e5f-4163-8c92-dbe5e2f46709,Good Application,5,application,Positive,['application'],1
8ad954ac-2fbf-4b5c-877e-fb39d5a4201e,Great music app,5,,Positive,[],1
4804e9d6-77a1-4815-a47d-c440811338f7,It's perfect except new music goes to the bottom of Playlist which is dumb,5,perfect except new go bottom playlist dumb,Positive,"['perfect', 'except', 'new', 'go', 'bottom', 'playlist', 'dumb']",1
52fb7adc-0b8d-4a3c-be88-194fbb802328,Listening to a lot of reggae. Feeling mellow.,5,lot reggae feeling mellow,Positive,"['lot', 'reggae', 'feeling', 'mellow']",1
64821837-1112-4a69-b940-b58228747b6c,Very nice and good,5,,Positive,[],1
2051d3a6-45d8-48b1-81af-fbb1d145ada5,The Netflix of music streaming. Great app!,5,netflix streaming,Positive,"['netflix', 'streaming']",1
8a38a459-43a5-4880-967f-2f9fe978c200,Incredible job ,5,incredible job,Positive,"['incredible', 'job']",1
3e5ad6b7-2fa3-4e8c-aa7a-0c16f5aefff1,Quick and Easy just login to Spotify and start listening your favorite music. Easy to use every song i can find so easily.using from years now.,5,quick easy login start favorite easy every find easilyusing year,Positive,"['quick', 'easy', 'login', 'start', 'favorite', 'easy', 'every', 'find', 'easilyusing', 'year']",1
b7c5a0cd-1a68-4a05-8ffa-c1a849bbaac3,I just love it,5,,Positive,[],1
8765ec2c-fbb2-46a2-90d4-cace8df9bc03,Quality / Song selection is outstanding,5,quality selection outstanding,Positive,"['quality', 'selection', 'outstanding']",0
c2e49b9c-f409-463e-a968-2ea83bf9e70e,I love it so much and I just started it also I it as your first music app,5,started also first,Positive,"['started', 'also', 'first']",1
6a2b8786-f6a2-4a54-b5fd-3ee299960b74,It's amazing I am enjoying. And kind of having lots fun .,5,enjoying kind lot fun,Positive,"['enjoying', 'kind', 'lot', 'fun']",1
e33bbbdd-4381-46db-b188-f123550fc3a6,"Very rare to not find the content you are looking for with Spotify. Love the app, stations, and the AI DJ feature. This is the only music service that is worth the subscription price.",5,rare find content looking station ai dj feature service worth subscription price,Positive,"['rare', 'find', 'content', 'looking', 'station', 'ai', 'dj', 'feature', 'service', 'worth', 'subscription', 'price']",1
0a8fb968-169d-480a-9629-85443fe59501,Thish app is my favourite Listen  all favourite songs with Spotify,4,thish favourite favourite,Positive,"['thish', 'favourite', 'favourite']",1
5c78cd74-161a-4706-a288-a0f03be95386,I like this for songs,5,,Positive,[],1
89736f29-d693-45b1-a78a-ec62b58f0558,Very nice good selection super,5,selection super,Positive,"['selection', 'super']",1
5f20e730-7202-4f3b-a3a6-5c2cd0fa39e3,"Needs work on adding multiple songs at a time in a playlist. Otherwise, good app for music. Also, missing some select music but still great selection",4,work adding multiple time playlist otherwise also missing select still selection,Positive,"['work', 'adding', 'multiple', 'time', 'playlist', 'otherwise', 'also', 'missing', 'select', 'still', 'selection']",1
d7a8afae-606b-461d-bbf5-e935cb62f8b8,"Excellent musical experience. Transition from one device to another is perfect. Selection is outstanding, whether it be music, audiobooks, or podcasts Enjoy the suggestions I receive as I have introduced to musicians and music that I never knew was out there.",5,musical experience transition device another perfect selection outstanding whether audiobooks podcasts suggestion receive introduced musician never knew,Positive,"['musical', 'experience', 'transition', 'device', 'another', 'perfect', 'selection', 'outstanding', 'whether', 'audiobooks', 'podcasts', 'suggestion', 'receive', 'introduced', 'musician', 'never', 'knew']",0
f57f1959-53ff-48cc-88aa-d6416a89d54e,I honestly love it!! (Great job!),5,honestly job,Positive,"['honestly', 'job']",1
7b35401a-58ac-450a-be7e-01efe6ddafc2,Always had a great experience with this app ,5,experience,Positive,['experience'],1
70e6102f-1084-4f02-b520-b32b37986770,Sure sure it's good but as long as you have a premium,4,sure sure long premium,Positive,"['sure', 'sure', 'long', 'premium']",1
2071bb84-30ee-447b-9ba9-8308bdab6e92,"Absolutely brilliant, fantastic choices for my personalized playlists. All my favorite music and artists. Highly recommended.",5,absolutely brilliant fantastic choice personalized playlist favorite artist highly recommended,Positive,"['absolutely', 'brilliant', 'fantastic', 'choice', 'personalized', 'playlist', 'favorite', 'artist', 'highly', 'recommended']",1
def97e33-8502-42ba-8ff5-dc15fa79e441,This is very very good I love sound,5,sound,Positive,['sound'],1
c70ecef6-bea0-4607-800d-0ed1cbbac5c5,"Great app, buggy here and there but selection and features are pretty good. My only complaint is that there's no way to directly report a bug within the app, instead you must go to their website",5,buggy selection feature pretty complaint directly report bug within instead must go website,Positive,"['buggy', 'selection', 'feature', 'pretty', 'complaint', 'directly', 'report', 'bug', 'within', 'instead', 'must', 'go', 'website']",0
b2926c68-f4ea-4e6f-be33-83389874a2a7,Worlder full experience,5,worlder full experience,Positive,"['worlder', 'full', 'experience']",1
ac414bc1-973d-4ba6-9bf6-7935264eefc2,It has really good music,5,,Positive,[],1
34040893-924b-4448-a98a-8f189423862a,I LOVE MUSIC,5,,Positive,[],1
879e7d8f-b34e-4bcc-acca-a88f28911291,Excellent. I enjoy listening to music and podcasts on spotify.,5,podcasts,Positive,['podcasts'],1
ea5c6765-71d2-4ab8-89cb-96db58f75778,"The app is really great , I like it",5,,Positive,[],1
03be878b-391f-464e-aedb-158e074e2e07,The sounds of music are good clean clear.,5,sound clean clear,Positive,"['sound', 'clean', 'clear']",1
41cfd8b8-4b0d-4799-b0d6-ade951dce1a9,Amazing and the customer service was very h helpful and got me to the right department.,5,customer service h helpful got right department,Positive,"['customer', 'service', 'h', 'helpful', 'got', 'right', 'department']",1
ef56e592-69a7-40d7-a9e7-09d0f8835890,Good podcast selections,5,podcast selection,Positive,"['podcast', 'selection']",1
0db55485-3082-47fa-8279-a2ef884ed8eb,very good music,5,,Positive,[],1
c85f95be-9372-4f37-b20f-f0957cff67a2,It has all the songs you like are whent to hear ,5,whent hear,Positive,"['whent', 'hear']",1
524edcd5-c21b-40f9-a26c-1f94a420de02,Very good ,4,,Positive,[],1
1cdbc5e8-64b4-4d30-a4ac-3384cf7c426f,Great selection of music,5,selection,Positive,['selection'],1
9c539449-d4b9-4201-ac3e-61d8a8949898,Excellent love it!,5,,Positive,[],1
d981ae31-ea9c-42ac-b8e3-9a9c7d5a611c,"I'm using a pixel Google pro 7, whenever I Shazam the songs it doesn't pop up for Spotify at all on his phone, but any other Android it does. Only the Apple icon pops up on my phone I'm using which sucks. And I have my run-ins with this app in the particularly when it comes to use of ease and use of practicality I'll give it four and a half Stars. I like this app in particularly it's easier to find stuff. My rambling was con but here's the pros using this Spotify app.",5,pixel google pro 7 whenever shazam doesnt pop phone android apple icon pop phone suck runins particularly come ease practicality ill give four half star particularly easier find stuff rambling con pro,Positive,"['pixel', 'google', 'pro', '7', 'whenever', 'shazam', 'doesnt', 'pop', 'phone', 'android', 'apple', 'icon', 'pop', 'phone', 'suck', 'runins', 'particularly', 'come', 'ease', 'practicality', 'ill', 'give', 'four', 'half', 'star', 'particularly', 'easier', 'find', 'stuff', 'rambling', 'con', 'pro']",1
09715002-4c04-4011-89aa-eec4aeb5148f,It's free to listen music and etc and little bit advertisement or short advertisement to show.,5,free etc little bit advertisement short advertisement show,Positive,"['free', 'etc', 'little', 'bit', 'advertisement', 'short', 'advertisement', 'show']",1
acf99371-a823-48ee-9e95-07bfb7aa50d6,Would survive without my spotify love it,5,would survive without,Positive,"['would', 'survive', 'without']",1
e4bbb15d-a9b0-4ba5-93b6-a971081a22fe,Because no adds And inteligent recommendations Base on what I like to heard,5,add inteligent recommendation base heard,Positive,"['add', 'inteligent', 'recommendation', 'base', 'heard']",1
cfdaa488-cc1a-4b4a-b7ba-2ef35f644a63,I think this might be better than Amazon music!,5,think might amazon,Positive,"['think', 'might', 'amazon']",1
b4f5f76f-0336-4e60-be8d-eac0aed8dc8d,Have a good music,5,,Positive,[],1
d3a88362-8522-4afb-a619-5e7de801aadf,excellent medley of songs to choose from. would be great if lyrics were there too,5,medley choose would lyric,Positive,"['medley', 'choose', 'would', 'lyric']",0
32014617-974a-4d58-bd01-493c05b4195f,The best music streaming app,5,streaming,Positive,['streaming'],1
aa976895-a90b-41ac-bff8-d63e6e9fa2d0,spotify te amo,5,te amo,Positive,"['te', 'amo']",1
549ed039-55ae-441d-bb83-871cfa64908e,"Hoping Spotify doesn't become much like YouTube EVER with the amount of advertisement thrown to those without Spotify premium. Despite the app still being great, I do question how this app went from being half a gigabyte years ago, to nearly 2 GB as of now.",4,hoping doesnt become youtube amount advertisement thrown without premium despite still question went half gigabyte year ago nearly 2 gb,Positive,"['hoping', 'doesnt', 'become', 'youtube', 'amount', 'advertisement', 'thrown', 'without', 'premium', 'despite', 'still', 'question', 'went', 'half', 'gigabyte', 'year', 'ago', 'nearly', '2', 'gb']",1
424e7e7b-0962-4c6c-8d07-83911ebfc93c,Nice for workouts,5,workout,Positive,['workout'],1
cfe76bff-69a1-4881-8184-326ffe021127,Okay that's,5,okay thats,Positive,"['okay', 'thats']",1
0750d942-2bb0-43a7-a774-41a78ca483b4,Love using on xbox,5,xbox,Positive,['xbox'],1
b9423431-6cbd-465f-aadf-1e68c3679b5d,I use it all day every day. Great app. You can even download your music if you have Spotify premium so you don't burn through all your data.,5,day every day download premium burn data,Positive,"['day', 'every', 'day', 'download', 'premium', 'burn', 'data']",1
a25c8d0d-7e20-4bab-89a0-90380bcea3b8,Its a excellent app,5,,Positive,[],1
fbaa5d5d-4615-4ee0-8120-0b61ba3be95f,Very nice ,5,,Positive,[],1
8694363a-b6a3-47e2-95cc-b3dd5305806c,Nice app because I get all songs of sidhumoose wala...,5,sidhumoose wala,Positive,"['sidhumoose', 'wala']",1
f918655b-ced9-4d95-a0b3-7a8cbe617a9a,Good experience,5,experience,Positive,['experience'],1
a4e7c4a4-5038-4ff1-8cff-e9f6d1890e7a,As long as I have the lyrics,5,long lyric,Positive,"['long', 'lyric']",1
853fa157-f550-4359-9273-80950877cd13,I love this app,5,,Positive,[],1
24456cf7-6b7a-41ed-87e3-55204c10bc50,Spotify has the best quality music and premium is very cheap I really recommend it,5,quality premium cheap recommend,Positive,"['quality', 'premium', 'cheap', 'recommend']",1
f70d3be6-4bcc-401b-a319-8c421c34e9f9,Just good mom perfect!,5,mom perfect,Positive,"['mom', 'perfect']",1
e90170cf-ff61-4e82-8040-f32dd54d5f35,Nice app everything cool,5,everything cool,Positive,"['everything', 'cool']",1
502cec0b-6a1c-49e3-a6e8-4de68300486d,"I have been a premium user since you guys introduced premium. And now you got limited ""skips"". Unbelievable! Don't get this app guys. There are many better. For instance last.fm. Beat that Spotify. And ya, advertisements keep buzzing you after every 20 mins. Not 30, as they promise. Really disappointed. Soon after getting all songs here to another, i will uninstall. STRONGLY NOT RECOMMENDED. FIND OTHER APPS.",5,premium user since guy introduced premium got limited skip unbelievable guy instance lastfm beat ya advertisement keep buzzing every 20 min promise disappointed soon getting another uninstall strongly recommended find apps,Positive,"['premium', 'user', 'since', 'guy', 'introduced', 'premium', 'got', 'limited', 'skip', 'unbelievable', 'guy', 'instance', 'lastfm', 'beat', 'ya', 'advertisement', 'keep', 'buzzing', 'every', '20', 'min', 'promise', 'disappointed', 'soon', 'getting', 'another', 'uninstall', 'strongly', 'recommended', 'find', 'apps']",1
9096ff97-5aee-4b53-8555-d84b4ac7aa56,Best music app,5,,Positive,[],1
9aa1775a-7d52-411a-9678-467e34157fc8,Please which Nigeria card is working on this app,5,please nigeria card working,Positive,"['please', 'nigeria', 'card', 'working']",1
b7673e8a-31e7-4228-a81e-6ef4898e960e,Good music all the time and they always have what I listen to it's great,5,time,Positive,['time'],1
b06d7602-3786-4d13-8bed-9bd4cbcd2ed7,"I love Spotify because it's the only music app I have that will play music in the background without a subscription, but please just get rid of the ""we added"" section, it's so stupid when I'm trying to listen to calm and sad songs and then suddenly hot to go is playing and I can't remove it.",4,background without subscription please rid added section stupid trying calm sad suddenly hot go playing remove,Positive,"['background', 'without', 'subscription', 'please', 'rid', 'added', 'section', 'stupid', 'trying', 'calm', 'sad', 'suddenly', 'hot', 'go', 'playing', 'remove']",1
8205f38b-45a5-4fa8-a5f0-e552a006e144,Love Spotify ! Totally,5,totally,Positive,['totally'],1
f403c41f-cdf3-4c62-be6c-b27eb3e72add,The best so far,5,far,Positive,['far'],1
51b5df22-ce07-44c5-b4b1-fabe830f4b71,Best thing you ever listen to music if you like that you like weird music if you like cool music if you like little girl music if you like older girl music if you like older boy music if you like younger boy music everything is on like sometimes you have to cost premium but you don't have to get premium it's just a good setting I never got it because I don't want to cost money ,5,weird cool little girl older girl older boy younger boy everything sometimes cost premium premium setting never got cost money,Positive,"['weird', 'cool', 'little', 'girl', 'older', 'girl', 'older', 'boy', 'younger', 'boy', 'everything', 'sometimes', 'cost', 'premium', 'premium', 'setting', 'never', 'got', 'cost', 'money']",1
fc85ccf9-af18-452b-b69e-25a286b6d24c,Always recommend,5,recommend,Positive,['recommend'],1
4fe260b9-b122-419f-b1d5-35af76d23fda,"Love that I'm able to make my own Playlist. Unlike some apps who take an artist or genre, then force feed you their choices. Your mixes aren't bad either.",5,able make playlist unlike apps take artist genre force feed choice mix arent either,Positive,"['able', 'make', 'playlist', 'unlike', 'apps', 'take', 'artist', 'genre', 'force', 'feed', 'choice', 'mix', 'arent', 'either']",1
96a100e9-0a1e-4ac0-85c0-50b200857fbc,I love this app,5,,Positive,[],1
70f4633f-8432-41db-8102-dc5e63549bf5,Love the app,5,,Positive,[],1
a1a61887-3d7e-420d-8869-7ad1c4a4943c,Super Dope App.,5,super dope,Positive,"['super', 'dope']",1
43ca4055-fb20-4d5f-a012-9987a935f2e9,Great music,5,,Positive,[],1
dd214b9b-02f2-46d8-b812-5b72ba57eb84,Better than YouTube when it comes to music. Less video of course..,5,youtube come less video course,Positive,"['youtube', 'come', 'less', 'video', 'course']",1
087ef954-6e74-491e-a0bd-4b2a1318b72e,So much music!,5,,Positive,[],1
04ff0f78-7ca1-4daf-a2f8-4d02ae3e39c9,This app is literally the one thing that keeps me up at night. Easy streaming and just amazing all around,5,literally keep night easy streaming around,Positive,"['literally', 'keep', 'night', 'easy', 'streaming', 'around']",1
5f3ea5d7-a8bf-44fd-af22-bbe142f870ca,Love it!!!!,5,,Positive,[],1
51e8ca3c-f071-4a5d-a0e5-d43a7d926875,"Any song you want to find, old or new, it'll be on Spotify!",5,find old new itll,Positive,"['find', 'old', 'new', 'itll']",1
efed73ae-60e1-442a-9c12-eb5b5bcfa8ee,It have a best music experience,5,experience,Positive,['experience'],1
c8b63d6c-81f9-43cd-9e18-1dc1497b7c73,It's just the app I need ,5,,Positive,[],1
5c4ca6ea-806b-4c32-bc57-b78c1b5c1c47,Let's me listen to music I want to listen to while off screen,5,let screen,Positive,"['let', 'screen']",1
72a19683-4901-46eb-887c-ead5dd607529,"It's awesome, very great quality music, but sometimes, the advertisement are constant and annoying. Really ticks someone off.",4,quality sometimes advertisement constant annoying tick someone,Positive,"['quality', 'sometimes', 'advertisement', 'constant', 'annoying', 'tick', 'someone']",1
c0d9e464-9572-48a1-bb09-aebccf5f42f2,dj remix songs,4,dj remix,Positive,"['dj', 'remix']",1
b6218449-c92a-40bf-9dfd-e41035664b5d,I'm enjoying Spotify to the extreme. It's unfortunate the artists don't make much money from the streams but as a consumer I'm loving my playlist.,5,enjoying extreme unfortunate artist make money stream consumer loving playlist,Positive,"['enjoying', 'extreme', 'unfortunate', 'artist', 'make', 'money', 'stream', 'consumer', 'loving', 'playlist']",1
7ffc05ab-8e87-4853-8631-b4ff7a11d402,Best app for music 100%,5,100,Positive,['100'],1
f71804f0-64fd-47ae-af9d-47d88054daa6,UR OFFLINE OPPERATING SYSTEM IS SLOWER THAN A NEANDERTHAL ON H,5,ur offline opperating system slower neanderthal h,Positive,"['ur', 'offline', 'opperating', 'system', 'slower', 'neanderthal', 'h']",0
908eba6b-f34f-48c7-ad9f-3760c14261b9,"I love Spotify so so so so much I almost can't live without it, my only complain would be that it randomly closes on its own. Sometimes the song just starts over without me touching my phone and other times the app just closes. I see no updates needed, so I don't know why it happens. It's a little aggravating at times.",4,almost live without complain would randomly close sometimes start without touching phone time close see update needed know happens little aggravating time,Positive,"['almost', 'live', 'without', 'complain', 'would', 'randomly', 'close', 'sometimes', 'start', 'without', 'touching', 'phone', 'time', 'close', 'see', 'update', 'needed', 'know', 'happens', 'little', 'aggravating', 'time']",1
4809564b-7696-486b-a720-37d68b718c61,Good bit should be able to use more functions with out Spotify preiem,4,bit able function preiem,Positive,"['bit', 'able', 'function', 'preiem']",1
73cd359c-cc87-4848-9520-11d4551fe4b0,Handy way to keep your tunes close at hand,5,handy keep tune close hand,Positive,"['handy', 'keep', 'tune', 'close', 'hand']",1
a8bd92ae-fc10-4f40-a741-7736cb3cf6af,The music is good and all but please make animated art available in Ghana,4,please make animated art available ghana,Positive,"['please', 'make', 'animated', 'art', 'available', 'ghana']",1
b4beadc4-954c-4d48-84cf-09d140731e41,Best quality and I love it,5,quality,Positive,['quality'],1
78c84afa-2c35-4b80-8f84-61431c6ea9f6,Spotify is a super music app but the updates that it makes are a littel bad but that is my opinion,5,super update make littel opinion,Positive,"['super', 'update', 'make', 'littel', 'opinion']",1
472e2f48-4534-4c90-89fb-8feec0797b75,Good apps. Easy to use.,5,apps easy,Positive,"['apps', 'easy']",1
87cff944-f7c1-4bd6-a2f3-8473fd2aaa44,I love Spotify I have been listening to the music for years thank you for this app and I plan to be listening for years more,5,year plan year,Positive,"['year', 'plan', 'year']",1
7ee46d6a-b9e0-4d89-94ed-422647b52446,This is the best music app ever. Stop hacking it,5,stop hacking,Positive,"['stop', 'hacking']",1
b08f0288-3cec-47a5-b337-536df40aa6d8,Wish there was an option to see doubles of a song in ur playlist. I'll have the same some but the difference is the picture so it's counts as a different song. Other then that it's a great app 10/10,4,wish option see double ur playlist ill difference picture count different 1010,Positive,"['wish', 'option', 'see', 'double', 'ur', 'playlist', 'ill', 'difference', 'picture', 'count', 'different', '1010']",1
11579f17-c49f-4cec-92cf-8cffdeb1ae28,It's an incredible app I like it very much but it would be even more great if you could download the music you like in this app,5,incredible would could download,Positive,"['incredible', 'would', 'could', 'download']",1
ce7ad3bc-386c-4a46-8391-a9ce0d02ca08,I almost flow Berry fizzed everywere after using this app 10/10 would recommend,5,almost flow berry fizzed everywere 1010 would recommend,Positive,"['almost', 'flow', 'berry', 'fizzed', 'everywere', '1010', 'would', 'recommend']",1
9c41de9e-4697-4ced-a726-487c0a14dddb,Fantastic. I love this app more than any other.,5,fantastic,Positive,['fantastic'],1
8aeb7242-99e9-4d64-850c-8a2b63a8b643,I gave them five stars this time because I love music,5,gave five star time,Positive,"['gave', 'five', 'star', 'time']",1
eae16a71-9880-46cc-9331-47e7d6f56019,Love music and your app,5,,Positive,[],1
d514cb76-8392-45f1-a0f5-edc93e9e703d,I really like the app it keeps me calm,4,keep calm,Positive,"['keep', 'calm']",1
14323928-0550-4169-b725-ca66e7ed03ea,And some people still use Apple music ,5,people still apple,Positive,"['people', 'still', 'apple']",1
8cd9c9b7-0bf5-4e02-91fb-5a8809f8f792,Amazing app,5,,Positive,[],1
34955385-fdde-491b-9ca3-d08b5cd91ef1,I literally love Spotify it has been my favorite music app since it came out and I've had lots of them Spotify seems to work the best for me.,5,literally favorite since came lot seems work,Positive,"['literally', 'favorite', 'since', 'came', 'lot', 'seems', 'work']",1
59e5c6cd-68b3-46a9-a016-fee7474cec5b,Nice work           ,4,work,Positive,['work'],1
68aac3bb-3d8c-4eb8-908c-aa5f2b5be7c3,"As a teen, this is what helps me survive, but pls bring lyrics for every song and add a feature in the wrapped wherein we get matched with someone/some ppl with the exact same taste as ours and one wherein we are told who of our followers matches with our taste the most. Byeee",4,teen help survive pls bring lyric every add feature wrapped wherein matched someonesome ppl exact taste wherein told follower match taste byeee,Positive,"['teen', 'help', 'survive', 'pls', 'bring', 'lyric', 'every', 'add', 'feature', 'wrapped', 'wherein', 'matched', 'someonesome', 'ppl', 'exact', 'taste', 'wherein', 'told', 'follower', 'match', 'taste', 'byeee']",1
595eeb67-d96a-4242-a872-d4d736adefc2,Great music app Although it uses data but like it that way,5,although data,Positive,"['although', 'data']",1
c659cfd7-72ac-4d57-87cb-1d320bba8665,Beather songs and good but in middle in this add will be comes,5,beather middle add come,Positive,"['beather', 'middle', 'add', 'come']",1
53da1514-45ab-4c2b-9229-a672d8565297,"That's the best app I have in my list, great playlist options !!!!!",5,thats list playlist option,Positive,"['thats', 'list', 'playlist', 'option']",1
01bf2b33-e3f1-4eeb-ad2f-330d9240e771,Love it this application,5,application,Positive,['application'],1
f089dae2-72ef-4d12-ac4a-f8b284a17574,Best music app I have found as a premium member.,5,found premium member,Positive,"['found', 'premium', 'member']",1
a4730957-8e37-465b-9209-fe716df38060,The best of all.,5,,Positive,[],1
f03f6e42-b52a-4a72-8765-3d361d7d9cee,It's a good app,5,,Positive,[],1
58861d29-0d67-4db3-92a0-4b74ddd0da8a,Listening made easy. Huge variety,5,made easy huge variety,Positive,"['made', 'easy', 'huge', 'variety']",1
eccd4ba3-f0c6-47c8-bab2-e55a5ce78305,I love this app but there's too much good choices in song but for me it's always kpop,5,choice kpop,Positive,"['choice', 'kpop']",1
5af90c91-6458-432d-8055-dc3a547060fb,I love it so much because when you text it stays on. The best thing ever. :):) ,5,text stay,Positive,"['text', 'stay']",1
c92d8e58-fcfe-4170-9846-b5b8d48937b1,Its my life,5,life,Positive,['life'],1
4bb7f6ee-0e4b-4721-a15a-b55e7439773c,This app just knows the right song to play and kinda knows what I want to hear,4,know right kinda know hear,Positive,"['know', 'right', 'kinda', 'know', 'hear']",1
d51ff98c-146c-45d8-a303-377c33157cbb,I'm autistic,5,autistic,Positive,['autistic'],1
c2d60507-4d2f-4921-8855-a26de07f764e,Only music app that I listen to.,5,,Positive,[],1
0503e9b3-6125-408a-8d20-55713bea8a3a,Nice app for music. It's also nice that you can control your laptop or computer playing music using your phone. Nice job. And integration with Mpesa. It's now easier with Spotify subscriptions which are super cheap,5,also control laptop computer playing phone job integration mpesa easier subscription super cheap,Positive,"['also', 'control', 'laptop', 'computer', 'playing', 'phone', 'job', 'integration', 'mpesa', 'easier', 'subscription', 'super', 'cheap']",1
e1cebc64-a7c6-4562-9114-8ece3e72d131,It brings out the whole song unlike audio mark,5,brings whole unlike audio mark,Positive,"['brings', 'whole', 'unlike', 'audio', 'mark']",1
4ec36e05-23c4-47bc-bd2e-391e43a2e5b2,"Fantastic user friendly interface, I prefer this to any other music app.",5,fantastic user friendly interface prefer,Positive,"['fantastic', 'user', 'friendly', 'interface', 'prefer']",0
ff701419-e60b-4400-a4da-051604533556,Am always happy and at peace with my self when listening to those gospel song.,5,happy peace self gospel,Positive,"['happy', 'peace', 'self', 'gospel']",1
41d18d59-f01f-4165-a1cb-8d6036026889,Awesome but I can't make it work without WiFi,4,make work without wifi,Positive,"['make', 'work', 'without', 'wifi']",1
aa60565b-c884-425e-989a-e825a2d50fcf,Its best app to listen song,5,,Positive,[],1
3c21d32f-14ab-4fe9-87dd-cb232037f499,"The ""smart"" shuffle always plays thr same songs in loop, should allow to sugest songs to be included",4,smart shuffle thr loop allow sugest included,Positive,"['smart', 'shuffle', 'thr', 'loop', 'allow', 'sugest', 'included']",1
73e2da95-9362-4d92-8016-b3f063559ed2,Fantastic always enjoyed Spotify,5,fantastic enjoyed,Positive,"['fantastic', 'enjoyed']",1
3b1ab39c-7a88-481f-870b-01b3dfa9e49b,It's good very nice,4,,Positive,[],1
99544cf7-20da-4b57-bedc-66ce0be8f35a,It is good music app but it misses most of songs of motion pictures and there are no songs of Linkin Park please try to add them,5,miss motion picture linkin park please try add,Positive,"['miss', 'motion', 'picture', 'linkin', 'park', 'please', 'try', 'add']",0
3576f215-764b-4a04-a7d4-f0038caf8d66,Wonderful no advertisement,5,wonderful advertisement,Positive,"['wonderful', 'advertisement']",1
c13b759d-ed2c-45bb-881e-4d652d1b53b9,wow very nice app,5,wow,Positive,['wow'],1
2ea864dd-a972-436a-9e8a-bdba6f1dffeb,This app is my lifeline...,5,lifeline,Positive,['lifeline'],1
b804c5bb-c16d-4c8f-aa42-15b58acf1484,Without advertisement very usebin my feelings,5,without advertisement usebin feeling,Positive,"['without', 'advertisement', 'usebin', 'feeling']",1
ca90f5f9-9b38-48d7-a6a2-9adc53b5b04b,"*User Experience:* 1. ""Spotify's user-friendly interface makes it easy to navigate and discover new music."" 2. ""The personalized recommendations are spot-on, always introducing me to new artists and genres."" 3. ""The mobile app is seamless, allowing me to stream music anywhere, anytime."" *Music Library:* 1. Is on top",5,user experience 1 spotifys userfriendly interface make easy navigate discover new 2 personalized recommendation spoton introducing new artist genre 3 mobile seamless allowing stream anywhere anytime library 1 top,Positive,"['user', 'experience', '1', 'spotifys', 'userfriendly', 'interface', 'make', 'easy', 'navigate', 'discover', 'new', '2', 'personalized', 'recommendation', 'spoton', 'introducing', 'new', 'artist', 'genre', '3', 'mobile', 'seamless', 'allowing', 'stream', 'anywhere', 'anytime', 'library', '1', 'top']",1
88a9394f-642e-41cf-823a-5cf2b73b0342,Lot of songs are availabe. Very good experience,5,lot availabe experience,Positive,"['lot', 'availabe', 'experience']",1
67296b7b-4068-4dc8-ad6d-f03d7492dc49,My opinion is suiiiiiiiiiiiiiiiiiiiiii.,5,opinion suiiiiiiiiiiiiiiiiiiiiii,Positive,"['opinion', 'suiiiiiiiiiiiiiiiiiiiiii']",1
950225d5-d251-4167-b736-0235fce66788,this is best experience ,5,experience,Positive,['experience'],1
dd7a1cb4-6f68-481b-8f9a-dff909ed49f7,"This app just keeps getting better and better! I wouldn't use nothing else, but Spotify!! The Playlist DJ is amazing cuz he brings a lot of good music nonstop and go through all the songs that you liked. Amazing!!",5,keep getting wouldnt nothing else playlist dj cuz brings lot nonstop go liked,Positive,"['keep', 'getting', 'wouldnt', 'nothing', 'else', 'playlist', 'dj', 'cuz', 'brings', 'lot', 'nonstop', 'go', 'liked']",1
cab520a4-3a05-486e-82d5-a9891a6cdf58,Best music app I the world,5,world,Positive,['world'],1
a9bac89a-e737-4a7d-9245-8d4bb176327c,The app iss veryy osm,5,iss veryy osm,Positive,"['iss', 'veryy', 'osm']",1
bdd6ed76-e229-4cd6-9729-f27da8cbd505,The greatest,5,greatest,Positive,['greatest'],1
1de5f15c-9ada-4e46-b1d4-6c4768dca120,Ad only my problem,4,ad problem,Positive,"['ad', 'problem']",1
463ef80e-5c5e-44eb-ba8e-195bd854dbe2,Love it. Best music app. Only thing is the advertisement but everything else is great,5,advertisement everything else,Positive,"['advertisement', 'everything', 'else']",1
